source,protocol,seed_start,representation,representation_key,representation_family,subset,systems,n_samples,n_features,n_true_classes,kmeans_ari,kmeans_nmi,hdbscan_ari_all,hdbscan_ari_core,hdbscan_clusters,hdbscan_noise
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd_no_ks,EW/KPZ/BD/Eden,160,3,2,0.732805,0.630877,0.43353,0.695322,4,28
results_exp70_matched_codex_matrix_full_exp69_seed72000\matched_matrices.npz,exp69,72000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,ew_kpz_only,EW/KPZ only,80,3,2,0.949992,0.915425,0.692429,0.792356,3,6
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,single-L features,single_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,10,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,single-L features,single_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,10,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,single-L features,single_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,10,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,single-L features,single_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,10,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,single-L features,single_L_features,feature,ew_kpz_only,EW/KPZ only,80,10,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,raw multi-L features,multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.604959,0.786438,0.566243,0.566243,6,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,raw multi-L features,multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.499581,0.671269,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,raw multi-L features,multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.0197044,0.306337,0.47769,0.47769,5,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,raw multi-L features,multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.329114,0.329114,4,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,raw multi-L features,multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,cross-L engineered features,cross_L_engineered_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,40,4,0.494794,0.743865,0.562196,0.56367,6,1
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,cross-L engineered features,cross_L_engineered_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,40,3,0.345909,0.598546,0.464131,0.466847,5,3
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,cross-L engineered features,cross_L_engineered_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,40,3,0.34647,0.598106,0.473166,0.474101,5,1
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,cross-L engineered features,cross_L_engineered_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,40,2,-0.0707071,0.151066,0.312382,0.306607,4,4
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,cross-L engineered features,cross_L_engineered_features,feature,ew_kpz_only,EW/KPZ only,80,40,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,all_six,EW/KPZ/BD/Eden/RD/KS,240,8,4,0.243671,0.557886,0.407399,0.380269,5,21
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_ks,EW/KPZ/BD/Eden/RD,200,8,3,0.0197044,0.306337,0.27212,0.21367,4,19
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd,EW/KPZ/BD/Eden/KS,200,8,3,0.165968,0.394728,0.318493,0.318493,4,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,no_rd_no_ks,EW/KPZ/BD/Eden,160,8,2,0.246445,0.343711,0.0535714,0.0535714,3,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,PCA-whitened multi-L features,pca_whitened_multi_L_features,feature,ew_kpz_only,EW/KPZ only,80,8,2,1,1,1,1,2,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,all_six,EW/KPZ/BD/Eden/RD/KS,240,3,4,0.438731,0.601729,0.441551,0.499813,4,13
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_ks,EW/KPZ/BD/Eden/RD,200,3,3,0.454045,0.520912,0.472226,0.517089,2,7
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd,EW/KPZ/BD/Eden/KS,200,3,3,0.467999,0.605726,0.538283,0.538283,2,0
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,no_rd_no_ks,EW/KPZ/BD/Eden,160,3,2,0.198597,0.230467,0.185762,0.328752,4,32
results_exp70_matched_codex_matrix_full_exp69_seed73000\matched_matrices.npz,exp69,73000,matched effective exponent geometry,matched_exponent_geometry,effective_exponent,ew_kpz_only,EW/KPZ only,80,3,2,0.29392,0.247901,0.830656,1,2,7
